year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url
2022,Mazda,ND Miata,"7,900",Clean (TX),"Fort Worth, TX 76110",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,Black,1,25362,10/31/24,https://carsandbids.com/auctions/5Eshs7XO/2022-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"10,000",Clean (CA),"Vista, CA 92081",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,8,31512,07/20/23,https://carsandbids.com/auctions/bHwjuAeH/2019-mazda-mx-5-miata-rf-club
2016,Mazda,ND Miata,"14,900",Clean (WA),"Sequim, WA 98382",2.0L I4,Rear-wheel drive,Automatic (6-Speed),Convertible,Soul Red Metallic,Black,0,18161,06/03/24,https://carsandbids.com/auctions/5VB0EDk6/2016-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"31,700",Clean (IL),"Arlington Heights, IL 60005",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,2,24694,04/16/23,https://carsandbids.com/auctions/VHVQFKbt/2019-mazda-mx-5-miata-rf-club
2022,Mazda,ND Miata,"2,600",Clean (AZ),"Sedona, AZ 86336",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Jet Black Mica,Black,0,25161,07/09/23,https://carsandbids.com/auctions/KsgVuT5h/2022-mazda-mx-5-miata-grand-touring
2016,Mazda,ND Miata,"61,000",Clean (FL),"Bradenton, FL 34212",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Meteor Gray Mica,Black,9,14229,07/31/25,https://carsandbids.com/auctions/MAGQcFHh/2016-mazda-mx-5-miata-club
2019,Mazda,ND Miata,"37,100",Clean (PA),"York, PA 17403",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Snowflake White Pearl,Auburn,2,23958,04/17/25,https://carsandbids.com/auctions/3gj75pEf/2019-mazda-mx-5-miata-grand-touring
2019,Mazda,ND Miata,"7,200",Clean (IN),"South Bend, IN 46614",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,0,24062,10/07/24,https://carsandbids.com/auctions/hymBh4XN/2019-mazda-mx-5-miata-rf-grand-touring
2023,Mazda,ND Miata,"2,800",Clean (CA),"Belmont, CA 94002",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,20,29558,04/17/25,https://carsandbids.com/auctions/dgbZV8fd/2023-mazda-mx-5-miata-club
2020,Mazda,ND Miata,"11,200",Clean (NH),"Merrimack, NH 03054",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,11,34151,11/02/23,https://carsandbids.com/auctions/AZxSzmgJ/2020-mazda-mx-5-miata-club
2021,Mazda,ND Miata,"93,400",Clean (FL),"Deltona, FL 32725",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Polymetal Gray Metallic,White,0,18267,03/17/26,https://carsandbids.com/auctions/NH7seXtd/2021-mazda-mx-5-miata-rf-grand-touring
2019,Mazda,ND Miata,"9,200",Clean (KY),"Hopkinsville, KY 42240",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Racing Orange,Black,7,36106,05/20/23,https://carsandbids.com/auctions/y2R8Tlpg/2019-mazda-mx-5-miata-30th-anniversary-edition
2019,Mazda,ND Miata,"6,400",Clean (NJ),"Allendale, NJ 07401",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Black,11,28978,10/07/20,https://carsandbids.com/auctions/VGcZ3wCk/2019-mazda-mx-5-miata-rf-club
2016,Mazda,ND Miata,"54,400",Clean (CA),"San Ramon, CA 94582",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic Metallic,Black,15,18420,09/13/24,https://carsandbids.com/auctions/KMxbFq1m/2016-mazda-mx-5-miata-club
2018,Mazda,ND Miata,"2,900",Clean (CA),"Chandler, AZ 85248",2.0L I-4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal,Black,3,34430,07/15/21,https://carsandbids.com/auctions/IXxD8jXw/2018-mazda-mx-5-miata-rf-club
2019,Mazda,ND Miata,"29,100",Clean (CA),"Sunnyvale, CA 94089",2.0L Supercharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Machine Gray Metallic,Terracotta,23,30673,10/01/24,https://carsandbids.com/auctions/2gcztGlr/2019-mazda-mx-5-miata-rf-grand-touring
2016,Mazda,ND Miata,"25,000",Clean (CA),"Pasadena, CA 91104",2.0L Turbocharged I4,Rear-wheel drive,Manual (6-Speed),Convertible,Ceramic,Black,22,17682,08/24/25,https://carsandbids.com/auctions/ezRb26Cb/2016-mazda-mx-5-miata-grand-touring
2020,Mazda,ND Miata,"5,400",Clean (NJ),"Skillman, NJ 08558",2.0L I4,Rear-wheel drive,Manual (6-Speed),Convertible,Soul Red Crystal Metallic,Sport Tan,2,31814,07/29/23,https://carsandbids.com/auctions/35y4iPFq/2020-mazda-mx-5-miata-grand-touring
